front_col,left_col,right_col,rear_col,num_cols,avg_speed,avg_time_taken,time_limit_reached,goal_reached
0,0,0,0,0,2.677257070290536,41.120000000000005,0,1
0,0,0,0,0,0.7768028268695815,150.016,1,1
0,0,0,0,0,1.3586369956135527,150.016,2,1
0,0,0,0,0,1.437882554274415,108.0,2,2
0,0,0,0,0,1.4824941464419552,21.216,2,3
0,0,0,0,0,1.4539408379383263,58.304,2,4
0,0,0,0,0,1.5206235694262458,150.016,3,4
0,0,0,0,0,1.5913404233921988,114.49600000000001,3,5
0,0,0,0,0,1.6076503711524344,60.544000000000004,3,6
0,0,0,0,0,1.644911499782238,18.208000000000002,3,7
0,0,0,0,0,1.6567525116442328,53.056000000000004,3,8
0,0,0,0,0,1.6936554252603295,18.080000000000002,3,9
0,0,0,0,0,1.7102773833595564,122.848,3,10
0,0,0,0,0,1.7283904527366225,28.288,3,11
0,0,0,0,0,1.7734665210835552,150.016,4,11
0,0,0,0,0,1.796753305338622,36.76800000000001,4,12
0,0,0,0,0,1.8117149990401777,14.24,4,13
0,0,0,0,0,1.913361408997346,150.016,5,13
0,0,0,0,0,1.899553009242826,67.04,5,14
0,0,0,0,0,1.9113354634067825,150.016,6,14
0,0,0,0,0,1.8741902800555919,144.672,6,15
0,0,0,0,0,1.8753454738863737,21.024,6,16
0,0,0,0,0,1.8824614384444138,27.52,6,17
0,0,0,0,0,1.8032395863248005,150.016,7,17
0,0,0,0,0,1.7975639616873254,139.808,7,18
0,0,0,0,0,1.7935458489296476,97.82400000000001,7,19
0,0,0,0,0,1.801529197054752,12.288,7,20
0,0,0,0,0,1.7951331260224224,50.24,7,21
0,0,0,0,0,1.794910124585913,35.55200000000001,7,22
0,0,0,0,0,1.800923010964533,53.248000000000005,7,23
0,0,0,0,0,1.794711028248801,81.376,7,24
0,0,0,0,0,1.7853087012964657,150.016,8,24
0,0,0,0,0,1.809064088147309,63.040000000000006,8,25
0,0,0,0,0,1.810061379618573,60.76800000000001,8,26
0,0,0,0,0,1.814749440650652,4.704,8,27
0,0,0,0,0,1.8168985705903993,76.80000000000001,8,28
0,0,0,0,0,1.8203423335393762,66.048,8,29
0,0,0,0,0,1.8268949877009475,13.696,8,30
0,0,0,0,0,1.8336768637889964,21.888,8,31
0,0,0,0,0,1.838495745063518,136.672,8,32
0,0,0,0,0,1.8411770006544945,62.56,8,33
0,0,0,0,0,1.8530698594645745,51.68000000000001,8,34
0,0,0,0,0,1.8652537715620132,128.03199999999998,8,35
0,0,0,0,0,1.879629387597093,33.344,8,36
0,0,0,0,0,1.8490371103634993,107.00800000000001,8,37
0,0,0,0,0,1.8575574952477285,18.048000000000002,8,38
0,0,0,0,0,1.8883825187494807,131.87199999999999,8,39
0,0,0,0,0,1.9047300617915446,150.016,9,39
0,0,0,0,0,1.884785749360583,144.44799999999998,9,40
0,0,0,0,0,1.896688561392152,150.016,10,40
0,0,0,0,0,1.9019629905852358,25.568,10,41
0,0,0,0,0,1.8849890994230232,125.05600000000001,10,42
0,0,0,0,0,1.885987516227143,62.656000000000006,10,43
0,0,0,0,0,1.893385619787712,18.976,10,44
0,0,0,0,0,1.899542043708179,59.55200000000001,10,45
0,0,0,0,0,1.881722193621318,150.016,11,45
0,0,0,0,0,1.8882144632606608,17.984,11,46
0,0,0,0,0,1.8860475714769473,56.51200000000001,11,47
0,0,0,0,0,1.8829644300788837,34.592000000000006,11,48
0,0,0,0,0,1.8836474061470134,106.20800000000001,11,49
0,0,0,0,0,1.8696314459166328,150.016,12,49
0,0,0,0,0,1.8695883798161368,35.42400000000001,12,50
0,0,0,0,0,1.8578638010337312,150.016,13,50
0,0,0,0,0,1.8632640425528983,147.2,13,51
0,0,0,0,0,1.868037283879141,20.224,13,52
0,0,0,0,0,1.8343465265846763,150.016,14,52
0,0,0,0,0,1.8435541032038687,114.49600000000001,14,53
0,0,0,0,0,1.8452622363981734,31.712,14,54
0,0,0,0,0,1.8498171207065877,22.240000000000002,14,55
0,0,0,0,0,1.8435180268495732,102.016,14,56
0,0,0,0,0,1.845931826687198,52.96000000000001,14,57
0,0,0,0,0,1.8519955246599074,18.656,14,58
0,0,0,0,0,1.8476958986251917,79.90400000000001,14,59
0,0,0,0,0,1.8509515549577897,118.24000000000001,14,60
0,0,0,0,0,1.8577554368016633,150.016,15,60
0,0,0,0,0,1.8341948091425664,149.31199999999998,15,61
0,0,0,0,0,1.834439224797014,83.808,15,62
0,0,0,0,0,1.8387944625094252,150.016,16,62
0,0,0,0,0,1.8359610263696162,150.016,17,62
0,0,0,0,0,1.8406758969978427,19.04,17,63
0,0,0,0,0,1.839740818854452,60.800000000000004,17,64
0,0,0,0,0,1.842043878899911,128.224,17,65
0,0,0,0,0,1.844192688661698,17.728,17,66
0,0,0,0,0,1.8386847714886345,107.584,17,67
0,0,0,0,0,1.8402294354138096,90.688,17,68
0,0,0,0,0,1.8406162432275681,54.304,17,69
0,0,0,0,0,1.8285381027497223,125.664,17,70
0,0,0,0,0,1.8161973848948372,150.016,18,70
0,0,0,0,0,1.8216643475699759,98.20800000000001,18,71
