front_col,left_col,right_col,rear_col,num_cols,avg_speed,avg_time_taken,time_limit_reached,goal_reached
116,63,60,2,0,-0.8567366886101878,150.016,1,0
117,63,60,2,1,-0.8788256691299159,80.41600000000001,1,0
117,63,60,2,1,-0.924162616163753,150.016,2,0
117,63,60,2,1,-0.8999317674589943,150.016,3,0
117,63,60,2,1,-0.8514758847086998,114.88000000000001,3,1
117,63,60,2,1,-0.8400066621136696,46.176,3,2
117,63,60,2,1,-0.7964098338561049,54.048,3,3
117,63,60,2,1,-0.807219636363927,87.2,3,4
117,63,60,2,1,-0.8076608679187304,44.19200000000001,3,5
117,64,60,2,2,-0.8165040412913218,60.544000000000004,3,5
117,64,60,2,2,-0.8025423305208407,72.83200000000001,3,6
117,64,60,2,2,-0.7688725820383235,59.264,3,7
117,64,60,2,2,-0.760160991431276,43.48800000000001,3,8
117,64,60,2,2,-0.7558757854732067,56.12800000000001,3,9
117,64,61,2,3,-0.7569735990957684,80.57600000000001,3,9
117,64,62,2,4,-0.7341592388698108,82.976,3,9
117,64,63,2,5,-0.7432513767995169,101.248,3,9
117,64,63,2,5,-0.744482840587058,119.328,3,10
117,64,63,2,5,-0.738184817460673,114.272,3,11
117,64,63,3,6,-0.7250519743119818,84.28800000000001,3,11
117,64,63,3,6,-0.6818842128494851,150.016,4,11
117,64,63,3,6,-0.6681099918416312,120.128,4,12
117,64,63,3,6,-0.6754795278267959,150.016,5,12
117,64,63,3,6,-0.6747561093526748,71.168,5,13
117,64,63,3,6,-0.6854656917551736,61.408,5,14
117,64,63,3,6,-0.6936427146198648,150.016,6,14
117,64,63,3,6,-0.7077001327677076,150.016,7,14
117,64,63,4,7,-0.7077411736873184,87.808,7,14
117,64,63,4,7,-0.7157739052782102,108.44800000000001,7,15
117,64,63,5,8,-0.7080004123527596,64.41600000000001,7,15
117,64,63,5,8,-0.6969966165364346,150.016,8,15
117,64,63,5,8,-0.6953405366976193,54.24,8,16
117,64,63,5,8,-0.6983713400809823,150.016,9,16
117,64,63,5,8,-0.7034839301372199,150.016,10,16
117,64,63,5,8,-0.694868864356452,55.68000000000001,10,17
117,64,63,5,8,-0.7073920308947012,108.768,10,18
117,64,63,5,8,-0.708723954909849,101.152,10,19
117,65,63,5,9,-0.7061688901998454,80.128,10,19
117,65,63,5,9,-0.7109210661977703,150.016,11,19
117,65,63,5,9,-0.7106839409743579,150.016,12,19
117,65,63,5,9,-0.713876732620748,112.128,12,20
117,65,63,5,9,-0.710428316361992,68.80000000000001,12,21
117,65,63,6,10,-0.7068369628930741,56.096000000000004,12,21
117,65,63,6,10,-0.7086417068876439,108.48,12,22
117,65,63,6,10,-0.7009253365822546,95.072,12,23
117,65,63,6,10,-0.6880542541978814,150.016,13,23
117,65,63,6,10,-0.692144295540745,150.016,14,23
117,65,63,6,10,-0.6967446679092867,69.08800000000001,14,24
117,65,63,6,10,-0.6936854927244399,96.896,14,25
117,65,63,6,10,-0.6868485908457006,78.784,14,26
117,65,63,6,10,-0.6916579084892209,150.016,15,26
117,65,63,6,10,-0.68603629141452,85.47200000000001,15,27
117,65,63,6,10,-0.6866142344436389,102.62400000000001,15,28
117,65,63,6,10,-0.6836344970739366,150.016,16,28
117,65,63,6,10,-0.6836984157495292,76.0,16,29
117,65,63,6,10,-0.6846676020687902,150.016,17,29
117,65,63,6,10,-0.6771556212675881,142.016,17,30
117,65,63,7,11,-0.6792232364349586,66.36800000000001,17,30
117,66,63,7,12,-0.6778301232015281,144.896,17,30
117,66,63,7,12,-0.683067956004546,98.336,17,31
118,66,63,7,13,-0.681058064583981,66.304,17,31
118,66,63,7,13,-0.6877234838742167,60.160000000000004,17,32
118,66,63,7,13,-0.6948457464836593,88.92800000000001,17,33
118,66,63,7,13,-0.6939738791261222,93.792,17,34
118,66,63,7,13,-0.6963291496282717,150.016,18,34
118,66,63,8,14,-0.6974207036956943,91.104,18,34
118,66,63,8,14,-0.6950791673555348,134.784,18,35
118,66,63,8,14,-0.6991513136793993,148.864,18,36
118,66,63,8,14,-0.7054290363756743,133.21599999999998,18,37
118,66,63,8,14,-0.7046497032917781,68.32000000000001,18,38
118,66,64,8,15,-0.705039015526661,46.944,18,38
118,66,64,8,15,-0.7046078177968231,120.608,18,39
118,66,64,8,15,-0.7055891307500175,50.944,18,40
118,66,64,8,15,-0.7085215728201589,86.944,18,41
118,66,64,8,15,-0.7062669450291917,100.96000000000001,18,42
118,66,64,8,15,-0.7043538789213225,91.552,18,43
118,66,65,8,16,-0.7009522275344663,50.432,18,43
118,66,65,8,16,-0.7039612498853961,80.03200000000001,18,44
118,66,65,8,16,-0.7073133220469847,74.912,18,45
118,66,65,8,16,-0.7084576813407778,98.36800000000001,18,46
118,66,66,8,17,-0.7030521548032457,145.376,18,46
118,66,66,8,17,-0.6982496534698974,150.016,19,46
118,66,67,8,18,-0.7157700121209466,138.112,19,46
118,66,67,8,18,-0.7220560451166016,149.856,19,47
118,66,67,8,18,-0.7186922075741716,79.744,19,48
118,66,68,8,19,-0.718995675908772,23.36,19,48
119,66,68,8,20,-0.7195393229516643,63.328,19,48
120,66,68,8,21,-0.719815789402189,122.88000000000001,19,48
120,66,68,8,21,-0.7262968141194512,150.016,20,48
120,66,68,8,21,-0.7242205574408745,150.016,21,48
120,66,68,8,21,-0.7230870431860037,89.664,21,49
120,66,68,8,21,-0.7266655865060195,121.28,21,50
120,66,68,8,21,-0.7268945214453032,96.64,21,51
121,66,68,8,22,-0.7274031065963519,51.74400000000001,21,51
121,66,68,8,22,-0.7267294761821247,150.016,22,51
121,66,69,8,23,-0.7269654631840285,55.648,22,51
121,66,69,8,23,-0.7267851791735666,150.016,23,51
121,66,69,8,23,-0.7266536585137918,150.016,24,51
121,66,69,8,23,-0.7252972129108584,85.28,24,52
121,66,69,8,23,-0.7243629695920246,87.52000000000001,24,53
121,66,69,8,23,-0.7251109621040394,55.74400000000001,24,54
121,66,70,8,24,-0.725252798225445,71.68,24,54
122,66,70,8,25,-0.7259639239402689,42.24,24,54
122,66,70,8,25,-0.7246223420964291,69.824,24,55
122,66,70,8,25,-0.7200021396266705,150.016,25,55
122,66,71,8,26,-0.7213277606576772,134.944,25,55
122,66,71,8,26,-0.7216067512448268,150.016,26,55
122,66,71,8,26,-0.7214483638679609,126.24000000000001,26,56
122,66,71,8,26,-0.7278853692286175,150.016,27,56
122,67,71,8,27,-0.7256918253119033,60.224000000000004,27,56
122,68,71,8,28,-0.7269763029497671,70.11200000000001,27,56
122,68,71,8,28,-0.7264459573383786,150.016,28,56
122,69,71,8,29,-0.7250542744461541,117.152,28,56
122,69,71,8,29,-0.7293783267612571,150.016,29,56
122,69,71,8,29,-0.7290818255443822,88.384,29,57
122,69,71,8,29,-0.7304605993176779,150.016,30,57
122,69,71,8,29,-0.7299132967588638,150.016,31,57
122,69,71,8,29,-0.7299525793206736,150.016,32,57
123,69,71,8,30,-0.7261837517727638,106.912,32,57
123,69,71,8,30,-0.7272031011915124,150.016,33,57
123,69,71,8,30,-0.7265349730547112,150.016,34,57
123,69,71,8,30,-0.7247942498560563,125.28,34,58
123,69,71,9,31,-0.726061633880466,73.792,34,58
123,69,71,9,31,-0.7263945962345374,107.84,34,59
123,69,71,9,31,-0.7248936018820323,150.016,35,59
123,69,71,9,31,-0.7249385006197054,114.272,35,60
123,69,71,9,31,-0.7247993611993299,150.016,36,60
123,69,72,9,32,-0.7264238700121242,138.784,36,60
123,69,73,9,33,-0.7251205188746077,67.616,36,60
123,69,73,9,33,-0.7279822539043648,150.016,37,60
123,69,73,9,33,-0.7288364931432664,79.328,37,61
123,69,73,9,33,-0.7289476734213658,144.95999999999998,37,62
123,69,73,9,33,-0.7315696360584185,150.016,38,62
