front_col,left_col,right_col,rear_col,num_cols,avg_speed,avg_time_taken,time_limit_reached,goal_reached
1,0,0,0,1,0.9526143865363939,139.67999999999998,0,0
2,0,0,0,2,0.9184048520354399,13.120000000000001,0,0
2,0,0,0,2,1.1307292540308487,65.92,0,1
2,0,0,0,2,0.9708405923334186,150.016,1,1
3,0,0,0,3,0.9685506055427535,108.54400000000001,1,1
3,0,0,0,3,0.8933438392751594,150.016,2,1
3,0,0,0,3,0.9063160768969789,150.016,3,1
3,0,0,0,3,0.8389235079712916,150.016,4,1
4,0,0,0,4,0.8712549208538505,75.968,4,1
4,0,1,0,5,0.8548729929387826,132.576,4,1
4,0,1,0,5,0.8423513877481574,96.608,4,2
4,0,1,0,5,0.861601965426626,150.016,5,2
4,0,1,0,5,0.8214606074833962,104.608,5,3
5,0,1,0,6,0.8330100509120196,72.28800000000001,5,3
5,1,1,0,7,0.8603125353587731,70.944,5,3
6,1,1,0,8,0.8677461849353972,95.808,5,3
6,1,2,0,9,0.8802521161439351,93.792,5,3
6,1,2,0,9,0.868404545034267,136.0,5,4
6,1,2,0,9,0.8618793479344505,150.016,6,4
6,1,3,0,10,0.8825672379927021,80.128,6,4
7,1,3,0,11,0.884501641239938,2.88,6,4
7,1,3,0,11,0.8729381497194281,118.75200000000001,6,5
8,1,3,0,12,0.8934925224218482,74.304,6,5
8,1,3,0,12,0.885512168709201,118.944,6,6
8,1,3,0,12,0.8823857319154743,150.016,7,6
8,2,3,0,13,0.8909421224673437,49.376000000000005,7,6
8,2,3,0,13,0.8907829387612823,115.488,7,7
8,2,3,0,13,0.8616065364112648,130.016,7,8
8,2,3,0,13,0.8506059708774981,150.016,8,8
9,2,3,0,14,0.8458617542605377,100.736,8,8
10,2,3,0,15,0.8587058050478337,104.83200000000001,8,8
10,3,3,0,16,0.8510766959339358,68.06400000000001,8,8
10,3,3,0,16,0.8572528379985088,77.792,8,9
10,3,3,1,17,0.8396822705059853,90.688,8,9
10,4,3,1,18,0.8487586101263107,60.544000000000004,8,9
10,4,3,1,18,0.8321312713176535,150.016,9,9
10,4,3,1,18,0.8196411599115602,127.712,9,10
11,4,3,1,19,0.8227709356749967,75.456,9,10
11,5,3,1,20,0.8227618033759289,10.944,9,10
12,5,3,1,21,0.8294892575516543,90.048,9,10
13,5,3,1,22,0.8362766590209622,60.608000000000004,9,10
14,5,3,1,23,0.836418777020537,10.912,9,10
14,5,3,2,24,0.8403211813259361,45.888000000000005,9,10
14,5,3,2,24,0.8497083702519801,55.36000000000001,9,11
14,5,3,2,24,0.8537152661785385,150.016,10,11
14,5,3,2,24,0.8636098440421661,54.848000000000006,10,12
15,5,3,2,25,0.8658265553738944,72.57600000000001,10,12
15,5,3,2,25,0.866551712438467,150.016,11,12
15,5,3,2,25,0.8571251337615887,150.016,12,12
15,5,3,2,25,0.8387619158203459,120.256,12,13
16,5,3,2,26,0.8456583824274538,84.83200000000001,12,13
16,5,3,3,27,0.8403237426198197,73.92,12,13
16,5,3,4,28,0.8324422019384992,57.952000000000005,12,13
16,5,4,4,29,0.8391689942689728,72.83200000000001,12,13
16,5,4,4,29,0.8372908177201362,150.016,13,13
17,5,4,4,30,0.8397071171475761,87.26400000000001,13,13
17,5,4,4,30,0.8325580934718048,150.016,14,13
18,5,4,4,31,0.8312727840366791,116.67200000000001,14,13
19,5,4,4,32,0.8433731738560578,84.256,14,13
20,5,4,4,33,0.8501060289406435,112.67200000000001,14,13
20,5,5,4,34,0.8456433544627824,116.992,14,13
21,5,5,4,35,0.8462810226912642,7.872,14,13
22,5,5,4,36,0.8424214264934348,75.26400000000001,14,13
23,5,5,4,37,0.8429121407255229,6.752,14,13
23,5,5,4,37,0.8378193190433332,150.016,15,13
23,5,5,4,37,0.8363680987743422,150.016,16,13
23,6,5,4,38,0.8416244545818369,55.87200000000001,16,13
24,6,5,4,39,0.8425181883412263,107.168,16,13
24,6,5,4,39,0.82769736407759,144.576,16,14
24,6,5,4,39,0.8297042352709749,47.168000000000006,16,15
